date,trades,volume_usd,gross_pnl,fees,net_pnl
2025-03-03,1482,8244590.38,616413.032233,1040.56404242,615372.46819058
2025-03-04,2402,11124247.15,182075.566585,2220.33648528,179855.23009972
2025-03-05,1660,9193654.22,269328.365917,2321.32151085,267007.04440615
2025-03-06,760,6765324.96,16101.125561,1306.61716326,14794.508397739999
2025-03-07,2552,19854275.48,150236.061627,4916.50104687,145319.56058013
2025-03-08,529,892083.51,24700.773359,208.339773,24492.433586
2025-03-09,1422,10419697.99,19773.457395,2377.0639268,17396.3934682
2025-03-10,2911,16811790.68,-10010.027269999999,3488.37247123,-13498.399741230003
2025-03-11,3286,14016952.09,-76880.729036,2441.08024204,-79321.80927804
2025-03-12,3968,18618139.15,288105.984215,3658.41357197,284447.57064303
2025-03-13,962,3285591.22,14114.870873,809.18670717,13305.68416583
2025-03-14,2210,8047187.16,68646.160089,1193.48707492,67452.67301408
2025-03-15,261,2355749.54,78694.624572,574.332888,78120.291684
2025-03-16,530,10187921.51,-7910.943544999999,2442.48300218,-10353.426547179999
2025-03-17,920,3592895.05,26163.906513,807.74000798,25356.16650502
2025-03-18,834,4050655.47,72322.788824,857.936131,71464.852693
2025-03-19,1612,4598813.57,29374.682341,784.4900710184,28590.1922699816
2025-03-20,771,1652257.93,10246.859436,329.235446,9917.62399
2025-03-21,698,2543903.39,6951.270374,633.46068283,6317.80969117
2025-03-22,535,971809.42,12498.535254,268.83480197,12229.70045203
2025-03-23,447,2593519.67,14047.421585,597.21601403,13450.20557097
2025-03-24,1027,3017587.05,107878.961301,531.10535137,107347.85594963
2025-03-25,791,5372519.77,32030.90678,1401.35398577,30629.55279423
2025-03-26,3102,7597754.37,15802.167427,1796.80351609,14005.36391091
2025-03-27,785,3240279.46,58825.359221,714.0241193,58111.3351017
2025-03-28,728,1483092.61,21337.179335,389.28339505,20947.895939949998
2025-03-29,1894,3668151.83,12098.872931,839.84451462,11259.02841638
2025-03-30,568,2850874.96,15795.11514,759.07175327,15036.04338673
2025-03-31,495,2164772.4699999997,6978.184557,482.00163111,6496.182925889999
2025-04-01,192,704445.1900000001,-2202.6622420000003,162.93599482,-2365.5982368200002
2025-04-02,1076,3867930.6,202212.740938,1181.2230379,201031.5179001
2025-04-03,1748,8670233.15,-2365.961276,1337.1188527,-3703.0801287000004
2025-04-04,1272,3835545.73,-25515.678949999998,836.063409361,-26351.742359361
2025-04-05,360,1267564.22,35907.33771,282.060344,35625.277366
2025-04-06,1048,3551252.06,47053.449272,618.4359126335,46435.0133593665
2025-04-07,2814,14460253.14,34527.370305,2766.5551014029,31760.8152035971
2025-04-08,943,8869391.4,34899.394798,2274.97769106,32624.41710694
2025-04-09,3967,28556806.47,43120.444797,6111.274358194,37009.170438806
2025-04-10,2127,28741953.29,158261.822261,6868.556500782,151393.265760218
2025-04-11,1096,11319327.07,126406.479081,2174.4390780901,124232.04000290991
2025-04-12,2109,55914617.49,410419.694533,11517.596374457,398902.098158543
2025-04-13,1321,14171154.79,48696.021521,2568.3362202649,46127.6853007351
2025-04-14,890,13079972.98,45680.443063,2023.157718567,43657.285344432996
2025-04-15,1131,20752168.24,72357.706282,1866.90475939,70490.80152261
2025-04-16,1608,36502715.9,58631.730257,5997.61790529,52634.11235171
2025-04-17,1031,2604551.51,5427.919886,519.20873692,4908.71114908
2025-04-18,1894,24610650.46,4880.4047439999995,4667.32793177,213.07681222999963
2025-04-19,2786,32706462.71,71950.577495,6480.62633269,65469.95116231
2025-04-20,1982,12126094.05,25060.341936,1887.3296081058,23173.0123278942
2025-04-21,1718,42104054.84,34369.267906999994,6356.09106388,28013.17684312
2025-04-22,2998,33753625.24,58652.763578,5749.685751,52903.077827
2025-04-23,6159,30682443.79,-419020.225731,7342.08084188,-426362.30657288
2025-04-24,2232,35088918.64,50704.395965,7366.5003199353005,43337.8956450647
2025-04-25,1653,27749455.78,20218.859206,6299.0932547382,13919.765951261801
2025-04-26,1131,11948127.77,-4125.753942,2652.30675352,-6778.06069552
2025-04-27,337,487537.69,2702.067468,55.9267726562,2646.1406953438
2025-04-28,1379,26124921.49,36906.813759,6007.2514035301,30899.5623554699
2025-04-29,2243,34089511.66,125749.613427,5149.2952871531,120600.3181398469
2025-04-30,1113,12693878.85,14003.797269,2950.1837728755,11053.6134961245
2025-05-01,1230,10720240.52,54536.829297000004,2652.6136779658,51884.2156190342
