date,trades,accounts,coins,volume_usd,gross_pnl,fees,net_pnl,win_rate,value,classification,sentiment_bucket
2024-06-12,254,2,3,193407.96,-21886.531493,63.921417,-21950.45291,0.08267716535433071,72.0,Greed,"(67.0, 74.0]"
2024-06-13,79,2,4,132577.22,6632.757115,33.39975,6599.357365,0.24050632911392406,70.0,Greed,"(67.0, 74.0]"
2024-06-14,31,2,2,139868.66,10258.592609,38.954076,10219.638533,0.4838709677419355,74.0,Greed,"(67.0, 74.0]"
2024-06-15,78,2,2,718350.25,3369.958346,251.422549,3118.535797,0.48717948717948717,74.0,Greed,"(67.0, 74.0]"
2024-06-16,11,1,1,25235.079999999998,0.0,8.832277,-8.832277,0.0,71.0,Greed,"(67.0, 74.0]"
2024-06-17,38,2,2,368380.12,10599.502375,128.93302500000001,10470.56935,0.6578947368421053,71.0,Greed,"(67.0, 74.0]"
2024-06-18,25,2,2,263314.79,282.57636,67.160258,215.416102,0.16,74.0,Greed,"(67.0, 74.0]"
2024-06-19,61,3,5,417071.12,4887.656944,138.851743,4748.805201,0.5081967213114754,64.0,Greed,"(48.0, 67.0]"
2024-06-20,39,3,4,207990.8,57478.456026,13.46905,57464.986976,0.20512820512820512,60.0,Greed,"(48.0, 67.0]"
2024-06-21,80,2,3,176264.49,773.5582039999999,61.277099,712.281105,0.0375,63.0,Greed,"(48.0, 67.0]"
2024-06-22,24,2,2,169594.27000000002,756.876565,40.533382,716.343183,0.3333333333333333,53.0,Neutral,"(48.0, 67.0]"
2024-06-23,5,1,1,1792.12,0.0,0.17921199999999998,-0.17921199999999998,0.0,55.0,Greed,"(48.0, 67.0]"
2024-06-24,31,2,2,403002.8,0.0,103.551001,-103.551001,0.0,51.0,Neutral,"(48.0, 67.0]"
2024-06-25,49,1,2,103099.08,4869.353105,36.084651,4833.268454,0.22448979591836735,30.0,Fear,"(9.999, 48.0]"
2024-06-26,72,2,2,365190.66000000003,4197.732182,127.5543,4070.177882,0.2916666666666667,46.0,Neutral,"(9.999, 48.0]"
2024-06-27,30,2,3,130486.95,0.0,45.556012,-45.556012,0.0,40.0,Fear,"(9.999, 48.0]"
2024-06-29,75,2,5,280095.11,6150.326145,460.295231,5690.030914,0.32,30.0,Fear,"(9.999, 48.0]"
2024-06-30,14,2,4,30520.69,0.0,17.057669,-17.057669,0.0,47.0,Neutral,"(9.999, 48.0]"
2024-07-01,64,2,5,362670.14999999997,5065.839308,425.323025,4640.516283,0.40625,53.0,Neutral,"(48.0, 67.0]"
2024-07-02,18,1,2,33347.47,2421.253116,11.458730000000001,2409.794386,0.7222222222222222,51.0,Neutral,"(48.0, 67.0]"
2024-07-03,18,2,2,179600.66,1118.387284,62.628682,1055.7586019999999,0.2222222222222222,50.0,Neutral,"(48.0, 67.0]"
2024-07-04,25,2,2,430568.01,0.0,113.02464499999999,-113.02464499999999,0.0,44.0,Fear,"(9.999, 48.0]"
2024-07-05,32,2,3,272289.89,0.0,95.130717,-95.130717,0.0,29.0,Fear,"(9.999, 48.0]"
2024-07-06,24,1,3,2490.17,108.87217799999999,344.35416,-235.481982,0.2916666666666667,26.0,Fear,"(9.999, 48.0]"
2024-07-07,10,1,1,498.75,61.428942,0.049875,61.379067,1.0,29.0,Fear,"(9.999, 48.0]"
2024-07-08,1,1,1,497.64,0.0,0.0156,-0.0156,0.0,28.0,Fear,"(9.999, 48.0]"
2024-07-09,15,1,1,2736.45,648.984412,0.39756800000000003,648.586844,1.0,27.0,Fear,"(9.999, 48.0]"
2024-07-10,56,2,3,687900.21,11977.734907,240.76504,11736.969867,0.6785714285714286,28.0,Fear,"(9.999, 48.0]"
2024-07-11,19,1,1,169887.02,1876.812082,59.460443,1817.351639,0.47368421052631576,29.0,Fear,"(9.999, 48.0]"
2024-07-12,19,2,2,89582.97,1412.314654,31.354029,1380.9606250000002,0.47368421052631576,25.0,Fear,"(9.999, 48.0]"
2024-07-13,17,2,2,139189.19,2913.617837,48.71621,2864.9016269999997,1.0,25.0,Fear,"(9.999, 48.0]"
2024-07-14,7,1,1,84001.13,0.0,29.400389,-29.400389,0.0,33.0,Fear,"(9.999, 48.0]"
2024-07-15,26,2,2,198344.85,-1.0,68.995769,-69.995769,0.0,52.0,Neutral,"(48.0, 67.0]"
2024-07-16,22,1,1,144000.57,0.0,50.400180999999996,-50.400180999999996,0.0,65.0,Greed,"(48.0, 67.0]"
2024-07-17,351,3,3,626005.53,1859.269477,206.601913,1652.667564,0.4131054131054131,69.0,Greed,"(67.0, 74.0]"
2024-07-18,60,2,2,649704.85,3803.884311,227.396664,3576.487647,0.8,61.0,Greed,"(48.0, 67.0]"
2024-07-19,23,2,3,150269.42,2155.891114,52.594288,2103.296826,0.5217391304347826,60.0,Greed,"(48.0, 67.0]"
2024-07-20,266,2,5,244362.21,2299.169566,80.758418,2218.411148,0.12406015037593984,74.0,Greed,"(67.0, 74.0]"
2024-07-21,448,2,4,234307.46,-2960.716887,64.72334,-3025.440227,0.046875,74.0,Greed,"(67.0, 74.0]"
